app_name,platform,sector,text,rating,date,city,version
Uber,google_play,نقل,تجربه مزعجه وقت اطلب سياره وقت الانتظار ٥ دقايق واجلس ربع ساعه و الوقت ٥ دقايق ويرجع يزيد طيب انا وش ذنبي اجلس انتظر اخر تجربه بعد سنتين خلاص,1,2026-03-31,,4.451.10003
Uber,google_play,نقل,تمام,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,رائع,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,تطبيق رائع,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,انه جيد للغايه,4,2026-03-31,,4.622.10002
Uber,google_play,نقل,خدمه ممتازه,3,2026-03-31,,4.624.10005
Uber,google_play,نقل,جدا مريح,5,2026-03-31,,4.623.10005
Uber,google_play,نقل,Excellent,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,تمام,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,جميلة جدا,5,2026-03-31,,4.621.10004
Uber,google_play,نقل,كثيييير بطولل وانا بستنى سياره تقبل,1,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتاز جدا بس في مشكله كل ما اتفع رصيد مستحق ادفعو كذا مره ارجو حل المشكلة,3,2026-03-31,,4.624.10005
Uber,google_play,نقل,ممتاز,4,2026-03-31,,4.622.10002
Uber,google_play,نقل,تطبيق حرامي وسرقو مني فلوس اكتر من مره من حسابي وخدمة العملا حراميه مبيحلوش اي مشكله وتطبيق غير آمن لا انصح به,1,2026-03-31,,
Uber,google_play,نقل,امان وراحة وعروض روعة,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,زفت لانه بيقول سعر ولما بيوصل بيغير سعره,1,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,تطبيق مميز و القيادة آمنة والسائقين لطيفين,4,2026-03-31,,4.622.10002
Uber,google_play,نقل,جيد جد,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتازة,5,2026-03-31,,4.623.10005
Uber,google_play,نقل,برنامج كويس جدا,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,برنامج سيء جدا,1,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتعه,5,2026-03-31,,
Uber,google_play,نقل,🙏 أشكركم,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,اتمني استمرار الخصومات افادت جميع الركاب,5,2026-03-31,,4.623.10005
Uber,google_play,نقل,حلوه,5,2026-03-31,,4.623.10005
Uber,google_play,نقل,ممتاز ريح بالك وانت في مكانك بدل الوقفة في الشارع,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,موفقين بإذن الله تعالى,5,2026-03-31,,4.623.10005
Uber,google_play,نقل,ممتاز,3,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتاز جدََ,5,2026-03-31,,
Uber,google_play,نقل,ممتاز,5,2026-03-31,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تطبيق جيد جدا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتازه جدا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,👍🏻,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,خدمه ممتازة بارك الله فيكم,5,2026-03-30,,
Uber,google_play,نقل,رائع جدا,5,2026-03-30,,4.623.10005
Uber,google_play,نقل,ممتازة,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتازه,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,كفو,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تجربه رائعه,5,2026-03-30,,4.619.10001
Uber,google_play,نقل,تطبيق جيد,3,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.584.10001
Uber,google_play,نقل,شكرا ليكم,5,2026-03-30,,
Uber,google_play,نقل,برنامج كويس اوي,5,2026-03-30,,
Uber,google_play,نقل,تجربه ممتازه جدآ,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,جيدة,4,2026-03-30,,4.622.10002
Uber,google_play,نقل,في بعض مشاوير غاليه للغايه,3,2026-03-30,,4.623.10005
Uber,google_play,نقل,ممتازه,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,شكراجزيلا محترمين جدا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,فوق الممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,التطبيق بقى سئ,1,2026-03-30,,
Uber,google_play,نقل,ممتاز.,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تطبيق رائع,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتازة جدا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تطبيق ممتاز وانصح به جميع المستخدمين,5,2026-03-30,,
Uber,google_play,نقل,ممتاره,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,كانت مريحه جدا,3,2026-03-30,,4.622.10002
Uber,google_play,نقل,good,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,رائع,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,السلام عليكم لو سمحت انا كنت طالب اوبر من مستشفى الحسين الي مستشفى السيد جلال وفي واحد قبل الرحله بعدين راح قال لي المرور مش راضي يعديني انا هنزل الحسيني واشوف ملف عشان الفلك وهو طبعا محلهاش ملف في الاخر لغه الرحله وخلاني واقفين ساعتين عشان يجي وبعدين الغيها بعد كده طلبت واحد ثاني بعديه بس الصراحه كان محترم قوي,5,2026-03-30,,4.617.10003
Uber,google_play,نقل,أفضل تطبيق مواصلات على مستوى العالم,5,2026-03-30,,
Uber,google_play,نقل,كويس جدا,5,2026-03-30,,
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز جدا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,رائع,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,جميل جدا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,احسن اوبر,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,شركة محترمه,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,جميل جداً,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,جيد,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تجربة جديدة وجميلة,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتازه,5,2026-03-30,,4.623.10005
Uber,google_play,نقل,خدمة جيدة,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,شكراً لكم توصيل ممتاز,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تمام 👌,5,2026-03-30,,
Uber,google_play,نقل,انا كده انا بالنسبه لي تطبيق اوبر ممتاز جدا افضل من اي تطبيق ثاني,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ممتاز جداا جداا,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,ضخم,5,2026-03-30,,4.622.10002
Uber,google_play,نقل,تطبيق ممتاز,5,2026-03-30,,4.621.10004
Uber,google_play,نقل,good,5,2026-03-30,,
Uber,google_play,نقل,يوفر الوقت والمال بشكل كبير جدا عن التكسي,5,2026-03-30,,4.623.10005
Uber,google_play,نقل,غالي جدا,2,2026-03-29,,4.622.10002
Uber,google_play,نقل,احسن ابلكيشن في التوصيل,5,2026-03-29,,4.622.10002
Uber,google_play,نقل,سهل كأول مره اجربه,4,2026-03-29,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-29,,4.622.10002
Uber,google_play,نقل,ممتازه,5,2026-03-29,,4.622.10002
Uber,google_play,نقل,ممتاز,5,2026-03-29,,4.622.10002
Uber,google_play,نقل,جيد,5,2026-03-29,,4.622.10002
Careem,google_play,نقل,سيء دائما بصلك الاكل غير كامل,1,2026-04-02,,26.10
Careem,google_play,نقل,تعبان,1,2026-04-02,,
Careem,google_play,نقل,Some time not work and slowly,1,2026-04-01,,26.11
Careem,google_play,نقل,اصبحت المساوئ في الشركه اكثر بعد دمج مع شركة اوبر,1,2026-04-01,,
Careem,google_play,نقل,جميل جدا,5,2026-03-31,,26.11
Careem,google_play,نقل,افضل من تطبيق بلي بمراحل شكرا كريم,1,2026-03-31,,
Careem,google_play,نقل,حض,3,2026-03-31,,26.11
Careem,google_play,نقل,الله يعطيكم العافيه تطبيق ممتاز ومفيد جدا للناس,5,2026-03-31,,26.11
Careem,google_play,نقل,لا اريده,1,2026-03-31,,
Careem,google_play,نقل,جميل بس السعر اغل من اوبر,3,2026-03-31,,26.11
Careem,google_play,نقل,ممكن افهم انتوا بأي حق بدكم تاخذوا عشرين قرش زيادة بس لأني بدفع كاش المشكلة انتوا التطبيق الوحيد اللي عامل هاي الحركة الوسخة فوق ما انكم سيئين🤮🤢,1,2026-03-31,,
Careem,google_play,نقل,خدمه العملاء جدا ممتازه وسريعه بالرد,5,2026-03-31,,25.35
Careem,google_play,نقل,زباله,1,2026-03-30,,26.11
Careem,google_play,نقل,ممتاز,5,2026-03-30,,
Careem,google_play,نقل,زور باشه,5,2026-03-30,,
Careem,google_play,نقل,ممتازه,5,2026-03-30,,25.45
Careem,google_play,نقل,شوكت التوصيل للحله بس بغداد ها اسف لن حتمال فهمتوني خلط اكول التطبيق بعد اشكد ويوصل لمدينة الحله,5,2026-03-29,,
Careem,google_play,نقل,تطبيق راقي,5,2026-03-29,,
Careem,google_play,نقل,سيء جدا,1,2026-03-29,,26.11
Careem,google_play,نقل,شكرا كريم علي تعاونكم في تيسير الانتقال داخل السعودية,5,2026-03-29,,26.11
Careem,google_play,نقل,لا يردون علي قسم الدعم ارسلت اكثر من مرى سيئون خدما العملاء,1,2026-03-29,,26.11
Careem,google_play,نقل,بعد دمجه باوبر أصبح سيء للغاية جدا جدا جدا,1,2026-03-29,,26.11
Careem,google_play,نقل,لقد حذفت التطبيق بسبب شراكة الشركة الام اوبر مع شركة Flytrex,1,2026-03-29,,23.32
Careem,google_play,نقل,راااااائع,5,2026-03-29,,26.11
Careem,google_play,نقل,ممتاز,5,2026-03-28,,26.11
Careem,google_play,نقل,السائق محترم والسيارة جيدة لاكن انتو دايما بتعطو سعر وبطلعلي سعر تاني,1,2026-03-28,,26.10
Careem,google_play,نقل,جيدة ولا توجد أي ملاحظات,5,2026-03-28,,26.11
Careem,google_play,نقل,لا استطيع استخدم رمز الخصم 50% لخمس رحلات رغم ان هذه اول مرة اجرب فيها التطبيق وما طلبت تكسي كريم من قبل!!,1,2026-03-28,,
Careem,google_play,نقل,سيئ للغاية اذا طلبت اكل وطلع الطلب خاطئ او في مشكلة لا تحلم انهم يحلو المشكلة يبدلو الطلب او يعوضوك ثمن الخطئ الي حصل سيئين للغاية,1,2026-03-28,,26.10
Careem,google_play,نقل,جدا غاليين لهذا الغي الرحله واطلب تكسي بلي,1,2026-03-28,,
Careem,google_play,نقل,ممتاز جدا,4,2026-03-28,,26.11
Careem,google_play,نقل,بعد ان تحول لاوبر اصبح التطبيق سيء جدا والكابتن يطلب مبالغ اكثر ولا من يحاسب,1,2026-03-28,,
Careem,google_play,نقل,اسعار غاليه جدا جدا,1,2026-03-27,,26.10
Careem,google_play,نقل,تطبيق زي الزفت وبعلق كثير وعليه 100 غلط وغلط,1,2026-03-27,,26.6
Careem,google_play,نقل,مقاطعة,1,2026-03-27,,26.10
Careem,google_play,نقل,تطبيق ممتاز للغاية الان,5,2026-03-25,,
Careem,google_play,نقل,جيدة,5,2026-03-25,,25.3
Careem,google_play,نقل,نهروان يمتى تنضاف؟ ؟,2,2026-03-25,,
Careem,google_play,نقل,اخي جاي ادفع للكابتن أكثر من الكروه مالته اومجاي ينزل الرصيد صار أكثر من مرة,1,2026-03-25,,26.10
Careem,google_play,نقل,جيد,5,2026-03-25,,26.10
Careem,google_play,نقل,كريم سريع الوصول للعميل ومتعاونين ومتفاهمين,5,2026-03-25,,26.10
Careem,google_play,نقل,ممتاز,5,2026-03-25,,26.10
Careem,google_play,نقل,التطبيق سيء عملت رحلة أتأخر التطبيق في الرد عشان زحمة وجاب سواق بعيد جدا فلغيت الرحلة وبعد كدا اتفاجات انه عمل رحلة جديدة رغم اني لغيتها و الباشمهندس اتصل عليا بعد ما وصلت ونزلتوا غرامة عليا,1,2026-03-25,,26.10
Careem,google_play,نقل,خدمه ممتازه,5,2026-03-25,,26.11
Careem,google_play,نقل,طبعاً اشكر شركة كريم على هذا التطبيق الرائع الذي جعلني اتنقل بسهولة ولكن توجد مشكلة واحدة وهيه انا لايوجد لي قائمة بالطعام يعني لااستطيع طلب الطعام لان لايوجد هذه الخاصية فقط مشاوير.. شكراً لردكم انا من دولة العراق,4,2026-03-24,,26.10
Careem,google_play,نقل,ممتاز جدا,5,2026-03-24,,26.10
Careem,google_play,نقل,تطبيق فاشل,1,2026-03-24,,
Careem,google_play,نقل,اين طلبي السائق لغى طلبي وانا دفعت فيزا لسنترو,1,2026-03-24,,26.10
Careem,google_play,نقل,سيء جدا,1,2026-03-24,,26.10
Careem,google_play,نقل,هل يوجد دفع عند استلام السعودية في مدينة الرياض,5,2026-03-24,,
Careem,google_play,نقل,مو حلو,1,2026-03-23,,26.10
Careem,google_play,نقل,تطبيق ممتاز روووعة مشكلة تأخير التواصل,5,2026-03-23,,26.10
Careem,google_play,نقل,تطبيق ممتاز جدا رووعة مشكله تأخير المواقع,5,2026-03-23,,26.10
Careem,google_play,نقل,أكثر من ممتاز,5,2026-03-23,,25.17
Careem,google_play,نقل,تطبيق محترم وطقم الكباتن كلهم محترمين وذوق وناس عمليين,5,2026-03-23,,
Careem,google_play,نقل,اسعاركم غاليه,1,2026-03-23,,26.10
Careem,google_play,نقل,سئ جدا,1,2026-03-22,,
Careem,google_play,نقل,كتير بتزيدوا على سعر المطعم والتوصيل كمان غالي,1,2026-03-22,,26.10
Careem,google_play,نقل,جيد,1,2026-03-22,,26.10
Careem,google_play,نقل,البرنامج لا يعمل لدى يتم تحديث البرنامج ولا يستجيب للفتح يتم إرسال بريد الكتروني للشركة ويصل الرد بالحل ولكن المشكلة تبقى كما هى يرجى توفير رقم هاتف للتواصل بالخط الساخن,1,2026-03-22,,26.2
Careem,google_play,نقل,سيئ ماتقدر تسترد الفلوس اللي في المحفظه ولا تغير طريقه الدفع,1,2026-03-22,,26.1
Careem,google_play,نقل,رائع,5,2026-03-21,,26.10
Careem,google_play,نقل,سيئ جدا وما في حد بساعدك نهائي دائما لا تتوفر سيارات متاحة من ١٥ يوم,1,2026-03-21,,26.10
Careem,google_play,نقل,برنامج ناجح,5,2026-03-21,,26.10
Careem,google_play,نقل,تطبيق سهل وأمان وسريع وسعرو حلو,5,2026-03-21,,26.10
Careem,google_play,نقل,برنامج رائع كل عام وانت بخير,5,2026-03-21,,26.10
Careem,google_play,نقل,افظل من بلي,5,2026-03-21,,
Careem,google_play,نقل,ممتاز والسائقين محترمين,5,2026-03-21,,26.10
Careem,google_play,نقل,عبيطين انتو كل شوي الاقي مبلغ غير مسدد عباطه هي حرفين اسم التطبيق بخيل مو كريم كل شوي فجءه يطلع لي مبلغ غير مسدد تسرقوني,1,2026-03-20,,
Careem,google_play,نقل,حلو,5,2026-03-20,,
Careem,google_play,نقل,كان في البدايات افضل تراجع مستواه,4,2026-03-20,,26.3
Careem,google_play,نقل,ok,5,2026-03-20,,26.10
Careem,google_play,نقل,سيئ جدا تم اضافه مبلغ في المحفظه وعند طلب مشوار يطلب الكبتن مبلغ التوصيل علما انني اختار في كل رحله ان تخصم من المحفظه وتواصلت اكثر من مره من الاداره دون فائده مافائدة اطلب تكسي افضل,1,2026-03-20,,26.10
Careem,google_play,نقل,ممتاز,5,2026-03-20,,26.10
Careem,google_play,نقل,جيد جدا,5,2026-03-19,,26.9
Careem,google_play,نقل,تطبيق ممتازجدا بسعر الخصم واتمنى تبقى اسعار الخصم,5,2026-03-19,,26.10
Careem,google_play,نقل,اخر ابديت جدا فاشل ودائما ينقطع منك فلوس ماتعرف ليش,1,2026-03-19,,26.7
Careem,google_play,نقل,سيئة جدا,1,2026-03-18,,26.9
Careem,google_play,نقل,ممتازه,5,2026-03-18,,26.10
Careem,google_play,نقل,جيد جدا,5,2026-03-18,,
Careem,google_play,نقل,good,5,2026-03-17,,26.9
Careem,google_play,نقل,دفعت كاش اكثر من مبلغ الرحلة وعند المطالبة لم تتم محاسبة الكابتن الذي جاء لي بسيارة مختلفة آخر تعامل معكم,1,2026-03-17,,26.10
Careem,google_play,نقل,جيده جدا,4,2026-03-15,,25.21
Careem,google_play,نقل,❤️,5,2026-03-15,,26.9
Careem,google_play,نقل,كويس استخدمه باستمرار,5,2026-03-14,,26.3
Careem,google_play,نقل,سيء,1,2026-03-14,,26.7
Careem,google_play,نقل,تطبيق سيء وغير واقعي، طلبت كريم بسعر ٧ الاف دينار وصلت يكلي الكروه ١٥ الف دينار، مع العلم ما واجهنا اي ازدحام او تأخير او اي شي.,1,2026-03-14,,
Careem,google_play,نقل,جيد,5,2026-03-14,,26.7
Careem,google_play,نقل,طلبت سيارة واجت ولما قربنا نوصل الموقع وقف الكابتن على اليمين وقلي وصلت وانا محدد الموقع في الجهة الثانية من الطريق المفروض ياخذ يوتيرن وينزلني ولكن رفض عشان في ناس واقفين في الطريق وبدهم تكسي قدم شكوى ولكن للأسف مافي فائدة,1,2026-03-14,,26.7
Careem,google_play,نقل,Good,5,2026-03-14,,26.9
Careem,google_play,نقل,مشاء الله,5,2026-03-14,,26.9
Careem,google_play,نقل,كنت حاجزه قبل كده ولكن لم يتم مجيء السواق في الميعاد المحدد ولم يتم الاتصال بي وكانت المواصله ب7 درهم وأصبحت كغرامه 13 درهم ودفعتهم بعدها حاولت اكتر من مره حجز عن طريق الابلكيشين لكن في كل مره يبعت تم الرفض,5,2026-03-13,,
Careem,google_play,نقل,تطبيق مفيد جدا للرحلات,5,2026-03-13,,26.8
Careem,google_play,نقل,تطبيق ممتاز بس لو تنزلو خصومات للمستخدمين باستمرار,4,2026-03-13,,
Careem,google_play,نقل,للأسف أصبح تطبيق سيئ جدا وخدمة العملاء اسوء شيئ فيه من انحدار لأنحدار اسوء تطبيق موجود لطلب الطعام فاااااشل,1,2026-03-12,,
Careem,google_play,نقل,لا يتم أخذ الشكوى بعين الاعتبار ويتم الاعتماد على السائق حتى لو اخذ مبلغ اجره إضافي أكثر من اجره التطبيق وادخل إلى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا أيمكن اعاده المبلغ الاضافي لايوجد مصداقيه,1,2026-03-12,,26.8
Careem,google_play,نقل,تطبيق معقد ياليت يتم تبسيطه ليتمكن اي شخص باستعماله,1,2026-03-12,,26.7
Careem,google_play,نقل,حقيقة تجربه رائعه ومحترمه من التطبيق مواعيد مضبوطه واسعار مناسبه ، شكرا لكم سؤال هل التخفيض على الأسعار 50% يشمل 5 مشاوير فقط ام التخفيض مستمر ، مع التقدير,5,2026-03-12,,26.7
Careem,google_play,نقل,👍,5,2026-03-12,,
